step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,rollout_corr_training_ppl,rollout_corr_training_log_ppl,rollout_corr_kl,rollout_corr_k3_kl,rollout_corr_rollout_ppl,rollout_corr_rollout_log_ppl,rollout_corr_log_ppl_diff,rollout_corr_log_ppl_abs_diff,rollout_corr_log_ppl_diff_max,rollout_corr_log_ppl_diff_min,rollout_corr_ppl_ratio,rollout_corr_chi2_token,rollout_corr_chi2_seq,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob_entropy,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1160,0.006918683313415386,0.001581665754201822,0.0007371747538940099,0.0,1.0058236494660378,0.005625357064673153,0.0007371747538940099,0.0003251433043636731,1.0052691251039505,0.005118668976137997,0.0005066882328321753,0.0008755328802010354,0.029078036546707153,-0.004497110843658447,1.000511210411787,-0.00026862695813179016,-0.02422240749001503,0.012405887362547219,2.1953125,0.27122286995715705,180.56435108184814,187.27734375,136.9465446472168,5e-06,1160,23,0.9253267645835876,0.995312511920929,0.0,0.9253267645835876,0.995312511920929,0.0,-0.026823800057172775,1.619603157043457,-1.6201180219650269,-0.026823800057172775,1.619603157043457,-1.6201180219650269,479.015625,2188.0,102.0,0.0,35.6171875,160.0,12.0,479.015625,2188.0,102.0,0.0,0.0,264.3125,495.0,160.0,0.0,4,42,8.859375,0.0,1.0,7.875,8,7.402614116668701,8.0,8,8,3.388337790966034e-05,0.11179567873477936,1.684062073007226,0.38470087184396107,0.0,0.0,0.0,1.684062073007226,0.0,298,2188,4.280304277315736,9.009614586830139e-05,1.161880424246192,0.0029313433915376663,4.994250932708383,10.481912659481168,4.0588900446891785e-05,0.06980957493094131,0.05249039300347238,3.080889781533292e-05,95146,10.481912659481168,4538.58008032236,
1161,0.0037324685545172542,0.0010852873383555561,0.00036247811226530757,0.0,1.0016871318221092,0.0016578844224568456,0.00036247811226530757,0.00015347189290437768,1.0015537738800049,0.001528315340692643,0.00012956908528849453,0.0004360522334536654,0.00834035873413086,-0.00694951182231307,1.0001304000616074,-0.0001490078866481781,-0.002301473170518875,0.0017222448950633407,0.13720703125,0.2643938916148567,180.56435108184814,187.27734375,136.9462776184082,5e-06,1161,23,0.9399649500846863,0.9918367266654968,0.887499988079071,0.9399649500846863,0.9918367266654968,0.887499988079071,-0.02008543536067009,0.3534018397331238,-2.474057674407959,-0.02008543536067009,0.3534018397331238,-2.474057674407959,432.8984375,1353.0,116.0,0.0,30.2265625,124.0,12.0,432.8984375,1353.0,116.0,0.0,0.0,247.8125,439.0,174.0,0.0,4,22,7.21875,0.0,1.0,8.0,8,7.519719123840332,8.0,8,8,3.1927600502967834e-05,0.1216440461575985,1.258140666410327,0.31609741650754586,0.0,0.0,0.0,1.258140666410327,0.0,178,1308,3.876576879993081,9.448453783988953e-05,1.1160814482718706,0.0029797442257404327,4.6247911639511585,9.645605588331819,3.810785710811615e-05,0.06996042085494002,0.05307859618219874,3.419843942730409e-05,87131,9.645605588331819,4516.616359754612,
1162,0.001852561254054308,0.0,-0.00014368023438038335,0.0,1.000446766614914,0.0004458691637410084,-0.00014368023438038335,1.2031681777532888e-05,1.0005914121866226,0.0005903669962208369,-0.00014449782511860576,0.00042432778349166256,0.005486374255269766,-0.0045224931091070175,0.9998562633991241,0.0003360919654369354,0.010653380304574966,2.0508974557742476e-05,0.01043701171875,0.2529546685351569,180.56435108184814,187.27734375,137.05531311035156,5e-06,1162,23,0.9594041109085083,0.9979591965675354,0.859375,0.9594041109085083,0.9979591965675354,0.859375,-0.009166535921394825,0.0560341477394104,-0.0560341477394104,-0.009166535921394825,0.0560341477394104,-0.0560341477394104,362.0,673.0,112.0,0.0,23.6875,75.0,12.0,362.0,673.0,112.0,0.0,0.0,304.75,451.0,167.0,0.0,4,14,6.0,0.0,1.0,8.0,8,7.675233840942383,8.0,8,8,3.155320882797241e-05,0.11867265962064266,0.7930086813867092,0.2576034214143874,0.0,0.0,0.0,0.7930086813867092,0.0,265,673,3.306878387928009,9.831227362155914e-05,1.11214348860085,0.0030973143875598907,4.705614631995559,9.151514982804656,3.7167221307754517e-05,0.07136736852399882,0.05513702934003045,3.6292116464659386e-05,85344,9.151514982804656,4662.834523046626,
1163,0.0038116445357445627,0.0017431972664780915,0.0008373586678445122,0.0,1.0019571781158447,0.0019253164427937008,0.0008373586678445122,0.0003146488800406799,1.0014410316944122,0.0014244462499846122,0.0005008701673006044,0.0009008737520161958,0.029517168179154396,-0.02310921438038349,1.0005093701183796,-0.0005722790956497192,-0.010766800493001938,-0.00022981100482866168,6.481689453125,0.2628724830145508,180.56435108184814,187.27734375,136.96277236938477,5e-06,1163,23,0.9406062364578247,0.9954081773757935,0.7890625,0.9406062364578247,0.9954081773757935,0.7890625,0.0034352911170572042,1.6193935871124268,-0.5398169159889221,0.0034352911170572042,1.6193935871124268,-0.5398169159889221,368.046875,1023.0,117.0,0.0,26.40625,68.0,12.0,368.046875,1023.0,117.0,0.0,0.0,302.5625,444.0,174.0,0.0,4,14,6.6875,0.0,1.0,8.0,8,7.524850845336914,8.0,8,8,5.385838449001312e-05,0.12493872456252575,0.7453468479216099,0.2976547353900969,0.0,0.0,0.0,0.7453468479216099,0.0,221,611,3.1887325141578913,0.00010792911052703857,1.1150437891483307,0.003023456782102585,4.595460249111056,8.932836605235934,3.7183985114097595e-05,0.0676869563608128,0.05353643198945754,3.5222824181628004e-05,85838,8.932836605235934,4804.632827924252,
1164,0.0070183837378863245,0.0005907312370254658,0.00011209306008197473,0.0,1.0026109889149666,0.0025749849282874493,0.00011209306008197473,0.00014864698600285803,1.0025499612092972,0.0025143590073639643,6.0625934850122576e-05,0.00029338401242284817,0.005507041700184345,-0.005967867560684681,1.0000610537827015,0.0003812275826931,0.01061028242111206,-0.0008125427411869168,0.05615234375,0.2621971489714606,180.56435108184814,187.27734375,137.0016975402832,5e-06,1164,23,0.8861422538757324,0.9981632828712463,0.0,0.8861422538757324,0.9981632828712463,0.0,0.010473405010998249,0.0560341477394104,-0.10573447495698929,0.010473405010998249,0.0560341477394104,-0.10573447495698929,548.2734375,2096.0,102.0,0.0,44.2578125,204.0,12.0,548.2734375,2096.0,102.0,0.0,0.0,261.6875,428.0,174.0,0.0,4,42,10.125,0.0625,0.9375,7.5,8,7.089138031005859,8.0,8,8,3.186054527759552e-05,0.12807397916913033,2.1014492493122816,0.48537998998654075,0.0,0.0,0.0,2.1014492493122816,0.0,221,1946,4.790663912892342,0.00010516121983528137,1.149427566677332,0.0030557680875062943,5.647818170487881,11.616779878735542,4.252046346664429e-05,0.06826349638627427,0.05447618201579822,2.947449324819189e-05,103675,11.616779878735542,4462.295105968934,
1165,0.006117974204244092,0.0009509670489933342,0.0007097691463968658,0.0,1.0129998549818993,0.010227896966171102,0.0007097691463968658,0.00023727416268570778,1.0123250931501389,0.00960943401150871,0.0006184627391121467,0.0011949767358601093,0.023664291948080063,-0.004657858982682228,1.000627413392067,-0.0005595050752162933,0.0020586661994457245,0.010528375452850014,1.171875,0.28052874595979216,180.56435108184814,187.27734375,136.99446487426758,5e-06,1165,23,0.9320987462997437,0.9959183931350708,0.0,0.9320987462997437,0.9959183931350708,0.0,-0.06128205731511116,2.4745407104492188,-2.4687423706054688,-0.06128205731511116,2.4745407104492188,-2.4687423706054688,640.484375,2892.0,102.0,0.0,45.0859375,219.0,12.0,640.484375,2892.0,102.0,0.0,0.0,276.125,472.0,216.0,0.0,4,42,9.796875,0.0,1.0,7.9375,8,7.456789493560791,8.0,8,8,5.353987216949463e-05,0.11703583225607872,2.116999104619026,0.4825406442541862,0.0,0.0,0.0,2.116999104619026,0.0,331,2892,4.776079427450895,9.115785360336304e-05,1.2482864167541265,0.0031270235776901245,5.989619247615337,12.039798643440008,3.7865713238716125e-05,0.05825765933315722,0.05105108200752891,2.665243490522241e-05,117326,12.039798643440008,4872.423678942759,
1166,0.001696812512818724,9.455370309296995e-05,8.523351507960797e-05,0.0,1.0005278885364532,0.0005198003045734367,8.523351507960797e-05,4.601747063822173e-06,1.0004806965589523,0.0004732137113023782,4.658657235268038e-05,5.365965881765078e-05,0.003200475126504898,-7.269851630553603e-05,1.0000466257333755,-0.00015296787023544312,-0.006224881857633591,-0.002608993905596435,1.299072265625,0.2652758710839086,180.56435108184814,187.27734375,136.99760055541992,5e-06,1166,23,0.9326127767562866,0.9959183931350708,0.8031250238418579,0.9326127767562866,0.9959183931350708,0.8031250238418579,0.0013657071394845843,0.353492796421051,-2.474365711212158,0.0013657071394845843,0.353492796421051,-2.474365711212158,416.0390625,975.0,76.0,0.0,27.3203125,83.0,12.0,416.0390625,975.0,76.0,0.0,0.0,254.4375,456.0,174.0,0.0,4,24,7.109375,0.0,1.0,8.0,8,7.460901737213135,8.0,8,8,2.9668211936950684e-05,0.12710527889430523,0.9546839203685522,0.31154831788444426,0.0,0.0,0.0,0.9546839203685522,0.0,174,861,3.309585340321064,9.668990969657898e-05,1.0899194311350584,0.003121713176369667,4.5301070548594,8.955987514927983,3.873556852340698e-05,0.062148336062213656,0.0527855309872805,3.637470055545458e-05,85821,8.955987514927983,4791.263936944541,
1167,0.005573876289417967,0.0008124788218992762,0.00013461792069158207,0.0,1.0046789944171906,0.004376399811008014,0.00013461792069158207,9.548223494293753e-05,1.0045597404241562,0.004267323040039628,0.00010907664304227183,0.00029744735633130404,0.006310645490884781,-0.0032723713666200638,1.0001095235347748,0.0001084357500076294,0.006082359701395035,0.004192983629764058,1.31640625,0.26914638002648195,180.56435108184814,187.27734375,137.11795043945312,5e-06,1167,23,0.899614691734314,0.9955000281333923,0.0,0.899614691734314,0.9955000281333923,0.0,-0.030332202091813087,0.5495505928993225,-1.620150089263916,-0.030332202091813087,0.5495505928993225,-1.620150089263916,512.0078125,2610.0,69.0,0.0,40.796875,192.0,12.0,512.0078125,2610.0,69.0,0.0,0.0,238.9375,473.0,174.0,0.0,4,42,9.609375,0.0,1.0,7.875,8,7.196916580200195,8.0,8,8,3.299489617347717e-05,0.12352578714489937,1.97745630890131,0.4460705198580399,0.0,0.0,0.0,1.97745630890131,0.0,222,2287,4.150728395208716,9.561330080032349e-05,1.1640288904309273,0.0030203908681869507,5.065256007015705,10.408095303922892,3.5353004932403564e-05,0.06333412263620118,0.05269666365326729,3.1422799057302264e-05,96121,10.408095303922892,4617.607602217634,
1168,0.004290212033083662,0.0013011807604925707,0.00038925596922911865,0.0,1.0033333897590637,0.0032786100346129388,0.00038925596922911865,0.00030023875920383303,1.0030819475650787,0.0030339113145601004,0.000244698769677143,0.0007175009460524961,0.010308150202035904,-0.008178934454917908,1.0002467408776283,0.00035228580236434937,0.02365744113922119,0.00409286432841327,3.291015625,0.26324805606484925,180.56435108184814,187.27734375,137.00222396850586,5e-06,1168,23,0.9146465063095093,0.9918367266654968,0.831250011920929,0.9146465063095093,0.9918367266654968,0.831250011920929,-0.035784706473350525,2.4731547832489014,-1.2075068950653076,-0.035784706473350525,2.4731547832489014,-1.2075068950653076,452.28125,1774.0,86.0,0.0,39.3671875,169.0,12.0,452.28125,1774.0,86.0,0.0,0.0,239.875,439.0,160.0,0.0,4,32,9.3125,0.0,1.0,8.0,8,7.317171096801758,8.0,8,8,3.283843398094177e-05,0.12506681308150291,1.7348653804510832,0.428511798454565,0.0,0.0,0.0,1.7348653804510832,0.0,265,1774,3.8875867277383804,0.00010112300515174866,1.1273891422897577,0.0030431393533945084,4.769102590158582,9.815043456852436,3.659166395664215e-05,0.06715239977437955,0.05382977324211682,3.434849602007436e-05,88596,9.815043456852436,4513.275992585959,
1169,0.009466869523748755,0.001562500481668394,-1.0282421126106556e-05,0.0,1.0056355968117714,0.0055473559914389625,-1.0282421126106556e-05,0.0002349901956222311,1.0056774765253067,0.005592980232904665,-4.562422964227153e-05,0.001090761084924452,0.017588384449481964,-0.014381714165210724,0.9999587498605251,0.0010039396584033966,0.08040250465273857,0.003450661839451641,0.859375,0.27973048243116505,180.56435108184814,187.27734375,137.03266525268555,5e-06,1169,23,0.9111902117729187,0.9955000281333923,0.0,0.9111902117729187,0.9955000281333923,0.0,-0.03301451355218887,2.4748661518096924,-1.2061692476272583,-0.03301451355218887,2.4748661518096924,-1.2061692476272583,584.3671875,1881.0,69.0,0.0,45.953125,178.0,12.0,584.3671875,1881.0,69.0,0.0,0.0,268.125,482.0,177.0,0.0,4,42,10.734375,0.0,1.0,7.5625,8,7.28952169418335,8.0,8,8,2.9848888516426086e-05,0.11682372353971004,1.8340563029050827,0.49195506289834157,0.0,0.0,0.0,1.8340563029050827,0.0,178,1619,4.329751130193472,9.65464860200882e-05,1.2046425696462393,0.0029968973249197006,5.5518982615321875,11.112510770559311,4.585273563861847e-05,0.05788514726391358,0.0508792993111391,2.7464486706437014e-05,109119,11.112510770559311,4909.736523679781,
1170,0.00552420798339881,0.0013078616029815748,-0.000478827745041599,0.0,1.003918468952179,0.003773926400754135,-0.000478827745041599,0.001572146619576227,1.0042233914136887,0.004044361156957166,-0.00027043484612931934,0.0007389934638126761,0.008645661175251007,-0.04258055239915848,0.9997361600399017,0.014847498387098312,0.4229614622890949,0.003842863196041435,2.234375,0.24864290773605385,180.56435108184814,187.27734375,137.02879333496094,5e-06,1170,23,0.9519003629684448,0.995312511920929,0.0,0.9519003629684448,0.995312511920929,0.0,-0.046266693621873856,0.3590276837348938,-2.4746406078338623,-0.046266693621873856,0.3590276837348938,-2.4746406078338623,308.4921875,2410.0,116.0,0.0,23.3359375,195.0,12.0,308.4921875,2410.0,116.0,0.0,0.0,269.8125,445.0,174.0,0.0,4,42,6.0,0.0,1.0,7.9375,8,7.615202903747559,8.0,8,8,4.932098090648651e-05,0.11993789300322533,1.9628345910459757,0.2583997337933397,0.0,0.0,0.0,1.9628345910459757,0.0,218,2410,4.2365068681538105,8.813664317131042e-05,1.0856552459299564,0.0030931830406188965,4.187298046424985,9.53535171970725,3.862008452415466e-05,0.1072886486224279,0.05656752693656005,4.1786783035257914e-05,74023,9.53535171970725,3881.5033873901307,
1171,0.003791682298469823,0.0,1.8237909021223686e-05,0.0,1.00325158983469,0.0028696110184682766,1.8237909021223686e-05,2.9988497266514313e-05,1.0032395720481873,0.002853572231288126,1.603882324729966e-05,0.00018815953811213149,0.0042983912862837315,-0.007286757230758667,1.0000164210796356,9.081512689590454e-05,0.0003974400460720062,-0.005740043066907674,0.142578125,0.252626257587244,180.56435108184814,187.27734375,137.03350448608398,5e-06,1171,23,0.943672239780426,0.9959183931350708,0.8734375238418579,0.943672239780426,0.9959183931350708,0.8734375238418579,0.022481491789221764,0.0560341477394104,-0.0560341477394104,0.022481491789221764,0.0560341477394104,-0.0560341477394104,272.6953125,762.0,102.0,0.0,18.0703125,28.0,12.0,272.6953125,762.0,102.0,0.0,0.0,297.25,444.0,177.0,0.0,4,8,5.125,0.0,1.0,8.0,8,7.549377918243408,8.0,8,8,3.0543655157089233e-05,0.12143606878817081,0.36087385192513466,0.20848819670209195,0.0,0.0,0.0,0.36087385192513466,0.0,212,762,2.798840055242181,0.00010379403829574585,1.0684244446456432,0.0030335281044244766,4.0254906211048365,7.919945465400815,3.899820148944855e-05,0.08018450237049651,0.05517923349423377,4.1581951454011166e-05,72953,7.919945465400815,4605.650399911433,
1172,0.001416861778125167,0.0,2.31323389545679e-05,0.0,1.0001615285873413,0.00016151738964254037,2.31323389545679e-05,3.658940796891913e-07,1.000147983431816,0.00014793588343309239,1.3581504333615158e-05,2.1137219732736412e-05,0.0002700056356843561,-3.4152690204791725e-05,1.0000135973095894,-4.482641816139221e-05,-0.0018866732716560364,-0.006055169302271679,0.014617919921875,0.2687412859360788,180.56435108184814,187.27734375,137.21240234375,5e-06,1172,23,0.951235294342041,0.9984375238418579,0.7562500238418579,0.951235294342041,0.9984375238418579,0.7562500238418579,0.014395756646990776,0.10573447495698929,-0.0560341477394104,0.014395756646990776,0.10573447495698929,-0.0560341477394104,403.8125,1644.0,69.0,0.0,27.3125,145.0,12.0,403.8125,1644.0,69.0,0.0,0.0,312.9375,480.0,174.0,0.0,4,26,6.625,0.0,1.0,8.0,8,7.609882354736328,8.0,8,8,3.176182508468628e-05,0.12098746374249458,1.4655330926179886,0.28913231113983784,0.0,0.0,0.0,1.4655330926179886,0.0,295,1644,4.221512584015727,0.00010588392615318298,1.1460373066365719,0.0031020697206258774,4.800642378628254,10.195169564336538,4.2712315917015076e-05,0.0816729721408398,0.05232649959265188,3.3812235357362635e-05,91744,10.195169564336538,4499.385685596017,
1173,0.009146655160293449,0.001766792280250229,0.0008960285748855767,0.0,1.0078014433383942,0.007570212989776337,0.0008960285748855767,0.0008090670305444143,1.0071396231651306,0.006956942872420768,0.0006132701965384513,0.0021918940938121523,0.04191224277019501,-0.020174294710159302,1.0006337687373161,0.0016585402190685272,0.28010933473706245,0.006296701048995601,1.048828125,0.2740268448574681,180.56435108184814,187.27734375,137.19401168823242,5e-06,1173,23,0.8816409111022949,0.9954081773757935,0.0,0.8816409111022949,0.9954081773757935,0.0,-0.0370028093457222,0.9645752310752869,-2.474865674972534,-0.0370028093457222,0.9645752310752869,-2.474865674972534,600.4140625,2683.0,116.0,0.0,50.71875,193.0,13.0,600.4140625,2683.0,116.0,0.0,0.0,212.5,330.0,160.0,0.0,4,42,12.109375,0.0,1.0,7.6875,8,7.053127288818359,8.0,8,8,3.1424686312675476e-05,0.13367815129458904,1.998230004683137,0.5632149016164476,0.0,0.0,0.0,1.998230004683137,0.0,216,2427,4.14027002453804,9.790435433387756e-05,1.1621140614151955,0.0029537025839090347,5.425180273130536,10.766512861475348,4.379451274871826e-05,0.05387258824688743,0.05213862428887717,2.838652017634316e-05,104053,10.766512861475348,4832.251692761248,
1174,0.0060508195601869375,0.0008172093221219257,0.0008380384947486164,0.0,1.0045474469661713,0.004427778869285248,0.0008380384947486164,0.0004744166669219396,1.0041307657957077,0.004029412695672363,0.00039836616087995935,0.0007194775193966052,0.020322948694229126,-0.008522585034370422,1.0004011206328869,-0.00030767545104026794,-0.02204158902168274,0.01603362720925361,1.091796875,0.2716457542500943,180.56435108184814,187.27734375,137.10381317138672,5e-06,1174,23,0.9323416352272034,0.995312511920929,0.831250011920929,0.9323416352272034,0.995312511920929,0.831250011920929,-0.1160273551940918,2.337174654006958,-2.4245917797088623,-0.1160273551940918,2.337174654006958,-2.4245917797088623,629.296875,2682.0,117.0,0.0,40.234375,191.0,12.0,629.296875,2682.0,117.0,0.0,0.0,277.875,554.0,174.0,0.0,4,42,9.171875,0.0,1.0,8.0,8,7.458733081817627,8.0,8,8,3.203935921192169e-05,0.1245999913662672,1.8731706719845533,0.43118738487828523,0.0,0.0,0.0,1.8731706719845533,0.0,222,2347,4.7856145072728395,0.00010827556252479553,1.2407601810991764,0.0031912922859191895,6.102423433214426,12.156551530584693,4.005059599876404e-05,0.05941172572654053,0.05255363882614604,2.7483183364501538e-05,116118,12.156551530584693,4775.943231427864,
1175,0.0016915012092795223,0.0,-2.8566092453274905e-05,0.0,1.0001825094223022,0.00018243634985992685,-2.8566092453274905e-05,1.3884976146627537e-07,1.000209853053093,0.00020982716705475468,-2.7390816171646293e-05,4.964629602000059e-05,0.0001439928455511108,-0.0005192244425415993,0.9999726191163063,5.7674944400787354e-05,0.0007604286074638367,0.002021409985900391,0.00213623046875,0.2609532260007588,180.56435108184814,187.27734375,137.20851516723633,5e-06,1175,23,0.9620082378387451,0.995312511920929,0.8734375238418579,0.9620082378387451,0.995312511920929,0.8734375238418579,-0.008742916397750378,0.0560341477394104,-0.0560341477394104,-0.008742916397750378,0.0560341477394104,-0.0560341477394104,293.75,634.0,86.0,0.0,17.625,46.0,12.0,293.75,634.0,86.0,0.0,0.0,343.4375,528.0,178.0,0.0,4,10,5.0,0.0,1.0,8.0,8,7.696066379547119,8.0,8,8,2.9265880584716797e-05,0.12180975452065468,0.4886753838509321,0.19500475241511595,0.0,0.0,0.0,0.4886753838509321,0.0,185,617,3.1499547362327576,9.950250387191772e-05,1.0844293590635061,0.0030450280755758286,4.387709176167846,8.649367939680815,3.635697066783905e-05,0.08377539192108398,0.05379731702020409,3.7334821917310306e-05,81560,8.649367939680815,4714.795379777183,
1176,0.01229195305495523,0.0,8.56988675543846e-05,0.0,1.003722570836544,0.003657230525277555,8.56988675543846e-05,0.0001096076848110944,1.0036658346652985,0.003602408090955578,5.482255284050552e-05,0.0002858931608216153,0.006381835788488388,-0.0035471059381961823,1.0000552460551262,0.0002516023814678192,0.012469064444303513,-0.0043342101271264255,0.0077056884765625,0.2644242131838047,180.56435108184814,187.27734375,137.0980567932129,5e-06,1176,23,0.8921684622764587,0.9984375238418579,0.0,0.8921684622764587,0.9984375238418579,0.0,0.009882308542728424,0.10573447495698929,-0.0560341477394104,0.009882308542728424,0.10573447495698929,-0.0560341477394104,385.9453125,1191.0,86.0,0.0,30.625,146.0,12.0,385.9453125,1191.0,86.0,0.0,0.0,291.5625,456.0,160.0,0.0,4,42,7.9375,0.0625,0.9375,7.5,8,7.137347221374512,8.0,8,8,3.1461939215660095e-05,0.1132629718631506,1.5504755433648825,0.3276215816877084,0.0,0.0,0.0,1.5504755433648825,0.0,160,1140,4.065167352557182,0.00010062381625175476,1.1177999414503574,0.0030409637838602066,4.599684692919254,9.811732375994325,3.8603320717811584e-05,0.08228917132360038,0.053040032897674776,3.506605993773373e-05,86721,9.811732375994325,4419.250172995657,
1177,0.013885531341657043,0.000423743505962193,0.000539059857715074,0.0,1.0053599998354912,0.005226059009146411,0.000539059857715074,0.0002454939707265402,1.0051771253347397,0.005059882963905693,0.0001661760179558769,0.000682445629877293,0.01455632597208023,-0.007650560699403286,1.0001683346927166,-0.0001383163034915924,-0.01898534968495369,-0.0008859432564349845,5.01953125,0.2731165405162229,180.56435108184814,187.27734375,137.1104965209961,5e-06,1177,23,0.8795559406280518,0.9984375238418579,0.0,0.8795559406280518,0.9984375238418579,0.0,0.0004742761666420847,0.5387439727783203,-1.7430373430252075,0.0004742761666420847,0.5387439727783203,-1.7430373430252075,473.046875,3042.0,116.0,0.0,31.2421875,211.0,12.0,473.046875,3042.0,116.0,0.0,0.0,281.125,472.0,174.0,0.0,4,42,7.71875,0.0625,0.9375,7.5,8,7.036447525024414,8.0,8,8,3.275647759437561e-05,0.12303068861365318,2.1621010545641184,0.32651458743202966,0.0,0.0,0.0,2.1621010545641184,0.0,178,2559,4.658930139616132,9.950436651706696e-05,1.1822713054716587,0.003036968410015106,5.055393520742655,10.924003005027771,3.8700178265571594e-05,0.07694352005972142,0.05236904635405821,3.146009084897659e-05,96534,10.924003005027771,4418.435254712501,
1178,0.013774734659818932,0.0006941816973267123,0.0001739784710537151,0.0,1.0084894225001335,0.008287525219202507,0.0001739784710537151,0.00037600768225612684,1.0084638744592667,0.008259043997895787,2.8481527692747477e-05,0.001605428212769766,0.017608169466257095,-0.02725965902209282,1.0000419989228249,0.0013514980673789978,0.10859537869691849,0.011918630101718009,1.638671875,0.27869943823268767,180.56435108184814,187.27734375,137.2461051940918,5e-06,1178,23,0.7960957884788513,0.9938775300979614,0.0,0.7960957884788513,0.9938775300979614,0.0,-0.05679966136813164,0.35354262590408325,-2.4748034477233887,-0.05679966136813164,0.35354262590408325,-2.4748034477233887,682.0390625,2756.0,154.0,0.0,47.6953125,213.0,12.0,682.0390625,2756.0,154.0,0.0,0.0,236.0625,342.0,160.0,0.0,4,42,11.84375,0.125,0.875,7.0,8,6.368765830993652,8.0,8,8,4.814565181732178e-05,0.1355497259646654,2.19071464240551,0.5205993644631235,0.0,0.0,0.0,2.19071464240551,0.0,260,2666,4.60647002235055,0.00010064803063869476,1.2666381523013115,0.0030459873378276825,6.033321948722005,11.934514919295907,3.677979111671448e-05,0.05276537522308507,0.051339992926317086,2.5919546430113794e-05,117517,11.934514919295907,4923.409153814736,
1179,0.012576008040923625,0.00047671900028944947,0.00012556240450933842,0.0,1.0075604990124702,0.0073910452374548186,0.00012556240450933842,0.00017522112699192016,1.0074750930070877,0.0073055654702329775,8.548019400222984e-05,0.00045475346337298106,0.005992446094751358,-0.010671939700841904,1.0000862702727318,0.0004965886473655701,0.03327931463718414,0.005380325215810444,0.728515625,0.27995120699000087,180.56435108184814,187.27734375,137.16200256347656,5e-06,1179,23,0.8367375135421753,0.9877551198005676,0.0,0.8367375135421753,0.9877551198005676,0.0,-0.044215213507413864,2.4748661518096924,-2.4732911586761475,-0.044215213507413864,2.4748661518096924,-2.4732911586761475,651.1640625,2612.0,69.0,0.0,55.484375,197.0,12.0,651.1640625,2612.0,69.0,0.0,0.0,244.875,439.0,160.0,0.0,4,42,13.640625,0.0625,0.9375,7.0625,8,6.693900108337402,8.0,8,8,3.139674663543701e-05,0.13356632180511951,2.047734024003148,0.6172714635904413,0.0,0.0,0.0,2.047734024003148,0.0,221,2058,4.396349830552936,9.200721979141235e-05,1.2226957380771637,0.0029226429760456085,5.858730275183916,11.504131242632866,3.584474325180054e-05,0.05274628166568208,0.05108184697569962,2.5482313445856402e-05,114693,11.504131242632866,4984.861419824651,
1180,0.0029948932642582804,0.0009197566978400573,0.0008737606817685872,0.0,1.0095300674438477,0.0075473613642316195,0.0008737606817685872,0.0005394220572364286,1.0083820223808289,0.006832833444605058,0.0007145278729012716,0.001743476329238547,0.08329153060913086,-0.015109486877918243,1.0007445439696312,-3.567337989807129e-05,0.008206862956285477,-0.0050526116392575204,0.0643310546875,0.25145505904327825,180.56435108184814,187.27734375,137.14984893798828,5e-06,1180,23,0.9508986473083496,0.9959183931350708,0.887499988079071,0.9508986473083496,0.9959183931350708,0.887499988079071,-0.0025167991407215595,0.3535204231739044,-2.474688768386841,-0.0025167991407215595,0.3535204231739044,-2.474688768386841,311.125,989.0,86.0,0.0,24.5234375,97.0,12.0,311.125,989.0,86.0,0.0,0.0,259.25,404.0,174.0,0.0,4,18,6.046875,0.0,1.0,8.0,8,7.607189178466797,8.0,8,8,4.978477954864502e-05,0.12620109505951405,1.001922419294715,0.26513717185298447,0.0,0.0,0.0,1.001922419294715,0.0,221,989,3.548849957063794,9.775906801223755e-05,1.0519523303955793,0.003000345081090927,4.122267302125692,8.749123407527804,3.624334931373596e-05,0.0891133476562825,0.05646322734667012,4.10961138654795e-05,73008,8.749123407527804,4172.303704002131,
